Date,evapConowingo,evapMuddyrun,qLateral,qMarietta,qMuddyrun
1983-09-17,0.2,0.2,155,3520,2.0
1983-09-18,0.12,0.12,140,3450,1.8
1983-09-19,0.15,0.15,190,3860,2.5
1983-09-20,0.22,0.22,155,3900,2.0
1983-09-21,-0.92,-0.92,176,3810,2.3
1983-09-22,0.27,0.27,241,4970,3.2
1983-09-23,0.16,0.16,258,4250,3.4
1983-09-24,0.14,0.14,186,4690,2.4
1983-09-25,0.13,0.13,161,5390,2.1
1983-09-26,0.07,0.07,165,5290,2.1
1983-09-27,0.12,0.12,181,4910,2.4
1983-09-28,0.2,0.2,176,4820,2.3
1983-09-29,0.1,0.1,151,4710,2.0
1983-09-30,0.06,0.06,146,4460,1.9
1983-01-10,-0.05,-0.05,144,4530,1.9
1983-02-10,0.08,0.08,161,4730,2.1
1983-03-10,0.07,0.07,200,4980,2.6
1983-04-10,0.15,0.15,203,4310,2.7
1983-05-10,0.04,0.04,151,4450,2.0
1983-06-10,0.18,0.18,206,4410,2.7
1983-07-10,0.14,0.14,226,4060,3.0
1983-08-10,0.15,0.15,137,3810,1.7
1983-09-10,0.13,0.13,151,4010,1.9
1983-10-10,0.08,0.08,159,4070,2.0
1983-11-10,0.07,0.07,170,3710,2.2
1983-12-10,-0.88,-0.88,177,4320,2.2
1983-10-13,-0.19,-0.19,324,4800,4.2
1983-10-14,0.19,0.19,356,5480,4.6
1983-10-15,0.13,0.13,303,5980,3.8
1983-10-16,0.09,0.09,240,6380,2.8
1983-10-17,0.1,0.1,237,6800,2.6
1983-10-18,0.12,0.12,233,6450,2.4
1983-10-19,-0.35,-0.35,339,10000,3.9
1983-10-20,0.09,0.09,485,8340,5.9
1983-10-21,0.04,0.04,290,7950,3.4
1983-10-22,0.08,0.08,233,8240,2.6
1983-10-23,-1.68,-1.68,330,8500,3.6
1983-10-24,-0.65,-0.65,3305,10600,43.7
1983-10-25,-0.05,-0.05,1135,10600,13.9
1983-10-26,0.02,0.02,670,10300,8.0
1983-10-27,0.08,0.08,494,9520,6.0
1983-10-28,0.1,0.1,404,8680,5.0
1983-10-29,0.2,0.2,342,7950,4.3
1983-10-30,0.07,0.07,313,6990,3.9
1983-10-31,0.03,0.03,281,6970,3.5
1983-01-11,0.0,0.0,264,6240,3.3
1983-02-11,0.0,0.0,249,6000,3.1
1983-03-11,-0.16,-0.16,244,5890,3.1
1983-04-11,-0.08,-0.08,238,5710,3.0
1983-05-11,0.0,0.0,238,5200,3.0
1983-06-11,0.0,0.0,214,5510,2.7
1983-07-11,0.0,0.0,224,6170,2.8
1983-08-11,0.0,0.0,224,6230,2.8
1983-09-11,0.0,0.0,179,6260,2.3
1983-10-11,-1.02,-1.02,207,6390,2.6
1983-11-11,-0.33,-0.33,462,7940,5.7
1983-12-11,-0.07,-0.07,992,11900,11.5
1983-11-13,0.0,0.0,506,13900,5.8
1983-11-14,-0.08,-0.08,379,14500,4.5
1983-11-15,-0.9,-0.9,381,16100,4.6
1983-11-16,-0.08,-0.08,3491,20600,46.6
1983-11-17,0.0,0.0,1288,24400,16.3
1983-11-18,0.0,0.0,761,27800,9.5
1983-11-19,0.0,0.0,605,24700,7.6
1983-11-20,-1.02,-1.02,536,21700,6.8
1983-11-21,-0.19,-0.19,2775,24700,34.4
1983-11-22,0.0,0.0,1361,32700,15.9
1983-11-23,0.0,0.0,872,37400,10.6
1983-11-24,-0.5,-0.5,763,35000,9.4
1983-11-25,-0.93,-0.93,4112,38600,51.4
1983-11-26,0.0,0.0,2651,45500,31.2
1983-11-27,0.0,0.0,1518,44800,18.7
1983-11-28,-0.76,-0.76,1484,40800,18.6
1983-11-29,0.0,0.0,3648,44500,42.9
1983-11-30,0.0,0.0,2032,46300,24.4
1983-01-12,0.0,0.0,1505,49300,18.6
1983-02-12,-0.12,-0.12,1264,51600,15.8
1983-03-12,-0.03,-0.03,1199,47100,15.0
1983-04-12,-1.1,-1.1,2695,43700,34.4
1983-05-12,-0.02,-0.02,2713,45400,32.1
1983-06-12,-0.61,-0.61,1867,47100,22.8
1983-07-12,0.0,0.0,2971,56500,34.4
1983-08-12,0.0,0.0,1795,71800,21.4
1983-09-12,0.0,0.0,1521,77400,18.7
1983-10-12,-0.05,-0.05,1385,72900,17.2
1983-11-12,0.0,0.0,1243,64400,15.5
1983-12-12,-3.07,-3.07,5158,55400,68.4
1983-12-13,-1.58,-1.58,16468,77300,203.6
1983-12-14,-0.03,-0.03,11879,249000,121.0
1983-12-15,0.0,0.0,5016,348000,57.9
1983-12-16,0.0,0.0,3627,305000,44.3
1983-12-17,0.0,0.0,2920,232000,36.6
1983-12-18,0.0,0.0,2536,158000,32.1
1983-12-19,0.0,0.0,2325,115000,29.5
1983-12-20,0.0,0.0,2010,88500,25.5
1983-12-21,0.0,0.0,1763,71700,22.5
1983-12-22,0.0,0.0,4696,63800,59.6
1983-12-23,0.0,0.0,3495,58000,39.8
1983-12-24,0.0,0.0,2325,49300,28.7
1983-12-25,0.0,0.0,1452,28400,18.2
1983-12-26,0.0,0.0,1200,22500,14.8
1983-12-27,0.0,0.0,1163,23200,14.2
1983-12-28,-1.0,-1.0,1240,25500,14.2
1983-12-29,0.0,0.0,2900,32600,31.2
1983-12-30,0.0,0.0,1672,32300,19.9
1983-12-31,0.0,0.0,1320,28700,16.5
1984-01-01,0.0,0.0,1246,28400,15.3
1984-02-01,0.0,0.0,1234,28000,15.3
1984-03-01,0.0,0.0,1226,27100,15.3
1984-04-01,-0.05,-0.05,1257,27000,15.9
1984-05-01,0.0,0.0,1248,27100,15.9
1984-06-01,0.0,0.0,1242,27700,15.9
1984-07-01,0.0,0.0,1201,26000,15.5
1984-08-01,0.0,0.0,1114,25700,14.3
1984-09-01,0.0,0.0,1022,22700,13.2
1984-10-01,-0.34,-0.34,989,20400,12.8
1984-11-01,0.0,0.0,1029,21500,13.4
1984-12-01,0.0,0.0,862,18500,11.1
1984-01-13,0.0,0.0,873,15000,11.3
1984-01-14,0.0,0.0,867,14100,11.3
1984-01-15,0.0,0.0,829,12700,10.8
1984-01-16,0.0,0.0,760,13800,9.9
1984-01-17,0.0,0.0,800,13600,10.4
1984-01-18,-0.55,-0.55,777,12600,10.1
1984-01-19,-0.12,-0.12,700,12500,9.1
1984-01-20,0.0,0.0,573,12000,7.4
1984-01-21,0.0,0.0,573,11400,7.4
1984-01-22,0.0,0.0,488,10800,6.2
1984-01-23,0.0,0.0,466,10000,6.0
1984-01-24,-0.22,-0.22,488,10300,6.2
1984-01-25,-0.01,-0.01,616,11800,8.0
1984-01-26,0.0,0.0,939,14800,12.2
1984-01-27,0.0,0.0,1206,20100,15.3
1984-01-28,0.0,0.0,1141,24900,13.9
1984-01-29,0.0,0.0,914,26100,11.4
1984-01-30,-0.08,-0.08,811,23600,10.2
1984-01-31,0.0,0.0,761,21700,9.7
1984-01-02,0.0,0.0,634,20800,8.0
1984-02-02,0.0,0.0,611,19400,7.7
1984-03-02,-0.31,-0.31,634,18600,8.0
1984-04-02,-0.02,-0.02,3562,20600,47.7
1984-05-02,-0.2,-0.2,2351,27700,30.1
1984-06-02,0.0,0.0,1490,29100,18.7
1984-07-02,0.0,0.0,1089,26500,13.6
1984-08-02,0.0,0.0,839,24500,10.4
1984-09-02,0.0,0.0,856,21900,10.7
1984-10-02,0.0,0.0,1184,20900,15.2
1984-11-02,-0.21,-0.21,2184,22500,28.7
1984-12-02,0.0,0.0,2208,26700,28.7
1984-02-13,0.0,0.0,1789,29500,21.9
1984-02-14,-1.31,-1.31,2394,40100,26.4
1984-02-15,-1.29,-1.29,7408,272000,73.0
1984-02-16,-0.04,-0.04,6468,446000,66.7
1984-02-17,-0.1,-0.1,3503,391000,35.8
1984-02-18,-0.04,-0.04,2926,292000,33.2
1984-02-19,0.0,0.0,2408,231000,27.9
1984-02-20,0.0,0.0,2170,196000,25.5
1984-02-21,0.0,0.0,1915,175000,22.8
1984-02-22,0.0,0.0,1710,154000,20.5
1984-02-23,-0.93,-0.93,1625,128000,19.6
1984-02-24,-0.18,-0.18,7375,123000,78.4
1984-02-25,-0.04,-0.04,3576,103000,39.5
1984-02-26,0.0,0.0,2921,88300,32.9
1984-02-27,0.0,0.0,2338,76600,27.6
1984-02-28,-0.25,-0.25,2689,71600,29.2
1984-01-03,0.0,0.0,2003,68000,23.3
1984-02-03,0.0,0.0,1784,59300,21.3
1984-03-03,0.0,0.0,1642,52600,19.8
1984-04-03,0.0,0.0,1527,47200,18.6
1984-05-03,-0.68,-0.68,1634,42700,20.1
1984-06-03,0.0,0.0,2683,41100,32.7
1984-07-03,0.0,0.0,2011,39400,24.2
1984-08-03,-0.5,-0.5,1647,38400,20.0
1984-09-03,0.0,0.0,1528,37000,18.8
1984-10-03,0.0,0.0,1383,34800,17.0
1984-11-03,0.0,0.0,1332,32100,16.5
1984-12-03,0.0,0.0,1289,29200,15.9
1984-03-13,-1.38,-1.38,1282,28100,15.9
1984-03-14,-0.02,-0.02,1330,26700,16.5
1984-03-15,0.0,0.0,1833,26900,21.6
1984-03-16,0.0,0.0,2310,27900,26.7
1984-03-17,0.0,0.0,2485,29800,29.8
1984-03-18,0.0,0.0,2040,31900,25.0
1984-03-19,-0.01,-0.01,1865,33300,23.0
1984-03-20,0.0,0.0,1729,38600,21.4
1984-03-21,-0.57,-0.57,1982,43100,24.7
1984-03-22,0.0,0.0,2852,54900,33.2
1984-03-23,0.0,0.0,1911,85200,22.9
1984-03-24,0.0,0.0,1662,111000,20.4
1984-03-25,-0.35,-0.35,1621,98300,20.0
1984-03-26,-0.23,-0.23,1601,78800,19.8
1984-03-27,-0.08,-0.08,1445,67300,17.9
1984-03-28,-0.87,-0.87,2143,63100,25.6
1984-03-29,-1.02,-1.02,5776,82100,56.5
1984-03-30,0.0,0.0,4430,84400,48.0
1984-03-31,0.0,0.0,4553,89200,44.3
1984-01-04,0.0,0.0,3552,90300,35.5
1984-02-04,0.0,0.0,2880,92400,31.2
1984-03-04,-0.06,-0.06,2534,94400,28.4
1984-04-04,-0.85,-0.85,2809,102000,31.5
1984-05-04,-1.31,-1.31,6626,148000,67.6
1984-06-04,0.0,0.0,6279,280000,70.1
1984-07-04,-0.03,-0.03,4081,387000,44.0
1984-08-04,0.0,0.0,3208,333000,36.9
1984-09-04,0.0,0.0,2670,233000,32.4
1984-10-04,0.0,0.0,2429,160000,29.8
1984-11-04,0.0,0.0,2251,128000,27.8
1984-12-04,0.0,0.0,2089,105000,25.9
1984-04-13,-0.1,-0.1,1963,90000,24.4
1984-04-14,-0.22,-0.22,1935,78600,24.2
1984-04-15,-0.27,-0.27,2493,73400,29.2
1984-04-16,-0.48,-0.48,2725,80400,31.2
1984-04-17,-0.13,-0.13,2490,98500,27.4
1984-04-18,-0.22,-0.22,2064,106000,24.2
1984-04-19,-0.02,-0.02,1957,109000,23.4
1984-04-20,0.0,0.0,1801,105000,21.8
1984-04-21,0.0,0.0,1616,103000,19.6
1984-04-22,-0.11,-0.11,1489,102000,18.2
1984-04-23,-0.24,-0.24,1883,91700,22.3
1984-04-24,-0.16,-0.16,1981,81100,22.8
1984-04-25,0.0,0.0,1853,74900,21.4
1984-04-26,0.0,0.0,1547,75100,18.4
1984-04-27,0.0,0.0,1393,86600,16.8
1984-04-28,0.0,0.0,1307,84900,15.8
1984-04-29,-0.25,-0.25,1399,71000,17.3
1984-04-30,0.0,0.0,1360,63800,16.8
1984-01-05,0.22,0.22,1299,58900,16.0
1984-02-05,0.26,0.26,1158,54300,14.2
1984-03-05,-1.09,-1.09,1150,50000,14.3
1984-04-05,-0.56,-0.56,5069,58400,51.4
1984-05-05,0.21,0.21,2450,57100,26.8
1984-06-05,0.05,0.05,1787,60900,21.0
1984-07-05,0.01,0.01,1664,64000,19.8
1984-08-05,-1.2,-1.2,1934,64000,23.2
1984-09-05,0.06,0.06,3197,64400,37.2
1984-10-05,0.23,0.23,1976,60600,23.4
1984-11-05,0.16,0.16,1699,60900,20.5
1984-12-05,-0.11,-0.11,1621,60300,19.8
1984-05-13,0.27,0.27,1640,57000,20.3
1984-05-14,0.02,0.02,1482,60100,18.4
1984-05-15,0.17,0.17,1353,76200,16.8
1984-05-16,0.2,0.2,1262,85200,15.8
1984-05-17,0.18,0.18,1187,85300,14.9
1984-05-18,0.1,0.1,1112,73800,14.0
1984-05-19,-0.05,-0.05,1138,62700,14.3
1984-05-20,0.1,0.1,1133,55700,14.1
1984-05-21,0.16,0.16,1041,52900,13.1
1984-05-22,0.18,0.18,968,56400,12.2
1984-05-23,-0.39,-0.39,1034,61000,13.1
1984-05-24,0.23,0.23,1364,61900,17.0
1984-05-25,0.23,0.23,983,57400,12.2
1984-05-26,0.07,0.07,877,56300,11.0
1984-05-27,0.38,0.38,1357,55000,17.6
1984-05-28,-0.46,-0.46,967,48500,12.4
1984-05-29,-1.5,-1.5,3989,56200,44.9
1984-05-30,-0.61,-0.61,6281,128000,70.1
1984-05-31,0.05,0.05,3065,206000,36.1
1984-01-06,0.34,0.34,2193,171000,27.1
1984-02-06,0.35,0.35,1847,128000,23.2
1984-03-06,0.18,0.18,1646,99600,20.8
1984-04-06,0.28,0.28,1523,80000,19.4
1984-05-06,0.27,0.27,1339,66100,17.1
1984-06-06,0.15,0.15,1222,55900,15.7
1984-07-06,0.09,0.09,1159,47000,14.7
1984-08-06,0.24,0.24,1065,41000,13.6
1984-09-06,0.3,0.3,992,37300,12.7
1984-10-06,0.28,0.28,934,33000,12.0
1984-11-06,0.1,0.1,897,29300,11.6
1984-12-06,0.27,0.27,837,26500,10.8
1984-06-13,-0.67,-0.67,797,24000,10.3
1984-06-14,0.38,0.38,1179,23700,15.0
1984-06-15,0.28,0.28,910,21700,11.2
1984-06-16,0.2,0.2,773,19300,9.8
1984-06-17,0.08,0.08,771,18500,9.9
1984-06-18,-1.09,-1.09,2886,25200,36.1
1984-06-19,-0.3,-0.3,2527,48400,30.7
1984-06-20,0.34,0.34,1493,89400,17.2
1984-06-21,0.11,0.11,1056,79600,13.1
1984-06-22,0.23,0.23,918,67200,11.6
1984-06-23,0.31,0.31,847,52100,10.8
1984-06-24,-1.01,-1.01,1106,42800,14.1
1984-06-25,0.02,0.02,2491,44200,31.2
1984-06-26,0.29,0.29,1259,40000,15.4
1984-06-27,0.13,0.13,999,40200,12.4
1984-06-28,0.22,0.22,877,35300,11.0
1984-06-29,0.31,0.31,831,30800,10.5
1984-06-30,0.08,0.08,815,27800,10.4
1984-01-07,-3.11,-3.11,2515,37800,33.2
1984-02-07,0.03,0.03,2056,52800,26.4
1984-03-07,0.27,0.27,1169,67600,14.8
1984-04-07,0.23,0.23,943,58300,12.0
1984-05-07,0.11,0.11,868,49600,11.1
1984-06-07,-0.95,-0.95,2319,51700,24.2
1984-07-07,0.31,0.31,16577,58500,203.9
1984-08-07,0.36,0.36,4038,63300,46.3
1984-09-07,0.15,0.15,2393,75900,29.8
1984-10-07,0.11,0.11,2052,67900,26.3
1984-11-07,0.07,0.07,3172,54000,41.7
1984-12-07,-0.08,-0.08,2213,45000,28.7
1984-07-13,0.22,0.22,1807,39400,23.4
1984-07-14,0.26,0.26,1599,34700,20.8
1984-07-15,0.38,0.38,1465,32800,19.2
1984-07-16,0.08,0.08,1390,30000,18.2
1984-07-17,0.17,0.17,1402,26300,18.5
1984-07-18,0.23,0.23,1609,24100,21.2
1984-07-19,-0.16,-0.16,1761,21400,23.3
1984-07-20,0.3,0.3,1192,20100,15.6
1984-07-21,-0.96,-0.96,1368,19200,17.9
1984-07-22,0.0,0.0,1309,17900,16.9
1984-07-23,0.02,0.02,1109,17200,14.4
1984-07-24,0.3,0.3,1004,17100,13.1
1984-07-25,0.33,0.33,925,16100,12.1
1984-07-26,0.21,0.21,830,14500,10.9
1984-07-27,-0.57,-0.57,2089,13900,28.0
1984-07-28,0.12,0.12,1625,13100,21.6
1984-07-29,0.13,0.13,1055,14800,13.8
1984-07-30,0.15,0.15,926,19300,12.2
1984-07-31,0.18,0.18,850,20000,11.2
1984-01-08,0.19,0.19,793,20000,10.4
1984-02-08,0.23,0.23,764,17400,10.0
1984-03-08,0.01,0.01,760,15500,9.9
1984-04-08,-0.03,-0.03,871,13900,11.4
1984-05-08,0.14,0.14,859,14500,11.2
1984-06-08,0.16,0.16,741,14900,9.6
1984-07-08,-0.58,-0.58,729,16500,8.8
1984-08-08,0.2,0.2,685,16300,8.4
1984-09-08,0.09,0.09,637,17900,8.2
1984-10-08,0.1,0.1,1010,17400,10.4
1984-11-08,-1.14,-1.14,862,18600,8.9
1984-12-08,-0.59,-0.59,1061,22300,9.5
1984-08-13,0.16,0.16,1306,24200,10.9
1984-08-14,0.11,0.11,1499,45100,8.4
1984-08-15,0.22,0.22,1304,58400,7.8
1984-08-16,0.19,0.19,815,61500,7.3
1984-08-17,0.19,0.19,661,58300,6.9
1984-08-18,0.3,0.3,593,51800,6.6
1984-08-19,0.08,0.08,608,40100,7.1
1984-08-20,0.1,0.1,804,34100,9.7
1984-08-21,0.27,0.27,632,32100,7.3
1984-08-22,0.05,0.05,540,28900,6.5
1984-08-23,0.15,0.15,793,27900,9.8
1984-08-24,-0.13,-0.13,1002,25500,9.9
1984-08-25,0.22,0.22,644,22700,7.2
1984-08-26,0.14,0.14,538,20600,6.4
1984-08-27,0.19,0.19,510,19300,6.2
1984-08-28,0.14,0.14,485,17600,6.0
1984-08-29,0.15,0.15,467,16300,5.9
1984-08-30,0.1,0.1,485,15300,6.1
1984-08-31,0.26,0.26,831,14500,10.8
1984-01-09,0.14,0.14,597,14500,7.7
1984-02-09,0.11,0.11,475,13000,6.1
1984-03-09,-0.65,-0.65,465,12100,6.0
1984-04-09,-0.59,-0.59,1366,13100,17.8
1984-05-09,-0.03,-0.03,758,11400,9.8
1984-06-09,0.16,0.16,559,13100,7.2
1984-07-09,0.14,0.14,494,10500,6.4
1984-08-09,0.16,0.16,450,10500,5.8
1984-09-09,0.14,0.14,431,10800,5.6
1984-10-09,0.14,0.14,431,10300,5.6
1984-11-09,-0.17,-0.17,418,9450,5.4
1984-12-09,0.05,0.05,414,9070,5.4
1984-09-13,0.15,0.15,417,8540,5.4
1984-09-14,0.08,0.08,387,8480,5.0
1984-09-15,0.11,0.11,419,8300,5.5
1984-09-16,0.09,0.09,445,8170,5.8
1984-09-17,0.09,0.09,408,8290,5.3
1984-09-18,0.1,0.1,376,7880,4.9
1984-09-19,0.12,0.12,359,7740,4.7
1984-09-20,0.17,0.17,346,8060,4.5
1984-09-21,0.18,0.18,339,8200,4.4
1984-09-22,0.07,0.07,322,7570,4.2
1984-09-23,0.09,0.09,305,7550,3.9
1984-09-24,0.15,0.15,322,7620,4.2
1984-09-25,0.1,0.1,303,7020,3.9
1984-09-26,0.18,0.18,292,6990,3.8
1984-09-27,0.16,0.16,291,6570,3.8
1984-09-28,-0.35,-0.35,344,6490,4.5
1984-09-29,-0.32,-0.32,371,6470,4.8
1984-09-30,0.1,0.1,340,6520,4.4
1984-01-10,-0.14,-0.14,354,6760,4.5
1984-02-10,-0.63,-0.63,416,6710,5.3
1984-03-10,0.11,0.11,434,6580,5.5
1984-04-10,0.1,0.1,332,6650,4.2
1984-05-10,0.1,0.1,315,6640,4.0
1984-06-10,0.13,0.13,295,6510,3.8
1984-07-10,0.08,0.08,272,6350,3.5
1984-08-10,0.05,0.05,293,6510,3.8
1984-09-10,-0.01,-0.01,280,6130,3.6
1984-10-10,0.05,0.05,263,6140,3.4
1984-11-10,0.08,0.08,281,6200,3.6
1984-12-10,0.1,0.1,259,6000,3.3
1984-10-13,0.13,0.13,252,6010,3.2
1984-10-14,0.13,0.13,259,5810,3.3
1984-10-15,0.08,0.08,260,5720,3.4
1984-10-16,0.01,0.01,258,5720,3.3
1984-10-17,0.02,0.02,265,5600,3.3
1984-10-18,0.06,0.06,246,5750,3.0
1984-10-19,0.02,0.02,259,5640,3.2
1984-10-20,0.08,0.08,303,5890,3.8
1984-10-21,0.07,0.07,283,5530,3.5
1984-10-22,-0.49,-0.49,301,6450,3.7
1984-10-23,-0.27,-0.27,590,7020,7.6
1984-10-24,-0.06,-0.06,497,7590,6.2
1984-10-25,-0.07,-0.07,405,8120,5.1
1984-10-26,0.05,0.05,327,8360,4.1
1984-10-27,0.07,0.07,308,8020,3.9
1984-10-28,0.08,0.08,342,7920,4.4
1984-10-29,-1.03,-1.03,1486,8600,19.8
1984-10-30,0.08,0.08,660,8210,8.3
1984-10-31,0.06,0.06,456,8030,5.5
1984-01-11,0.0,0.0,395,8200,4.8
1984-02-11,0.0,0.0,358,7970,4.4
1984-03-11,-0.01,-0.01,336,7810,4.1
1984-04-11,-0.03,-0.03,305,7890,3.9
1984-05-11,-2.35,-2.35,385,8940,4.7
1984-06-11,0.0,0.0,567,9640,6.3
1984-07-11,0.0,0.0,405,9120,4.7
1984-08-11,0.0,0.0,334,9360,4.1
1984-09-11,0.0,0.0,305,12200,3.8
1984-10-11,-0.01,-0.01,289,13100,3.6
1984-11-11,0.0,0.0,300,12700,3.7
1984-12-11,-0.13,-0.13,314,12500,3.9
1984-11-13,0.0,0.0,302,12600,3.7
1984-11-14,0.0,0.0,285,17300,3.5
1984-11-15,0.0,0.0,271,17400,3.4
1984-11-16,0.0,0.0,256,16200,3.2
1984-11-17,0.0,0.0,242,14900,3.0
1984-11-18,0.0,0.0,257,14000,3.2
1984-11-19,-0.47,-0.47,288,13400,3.7
1984-11-20,-0.04,-0.04,301,12600,3.8
1984-11-21,0.0,0.0,275,11700,3.5
1984-11-22,0.0,0.0,269,11200,3.4
1984-11-23,0.0,0.0,250,10600,3.2
1984-11-24,0.0,0.0,235,10600,3.0
1984-11-25,0.0,0.0,242,10200,3.1
1984-11-26,0.0,0.0,253,9910,3.2
1984-11-27,0.0,0.0,244,9810,3.1
1984-11-28,0.0,0.0,269,9320,3.4
1984-11-29,-2.0,-2.0,3660,22700,38.0
1984-11-30,0.0,0.0,1874,67400,17.2
1984-01-12,0.0,0.0,901,71100,9.3
1984-02-12,0.0,0.0,678,65600,7.2
1984-03-12,-0.21,-0.21,648,63300,7.1
1984-04-12,-0.17,-0.17,1058,61300,12.5
1984-05-12,0.0,0.0,667,58400,7.7
1984-06-12,-0.88,-0.88,1354,57200,16.5
1984-07-12,0.0,0.0,1443,55100,16.0
1984-08-12,0.0,0.0,841,49200,9.6
1984-09-12,0.0,0.0,709,43200,8.3
1984-10-12,0.0,0.0,675,37700,7.9
1984-11-12,0.0,0.0,663,34000,7.8
1984-12-12,0.0,0.0,615,33900,7.2
1984-12-13,0.0,0.0,570,36700,6.7
1984-12-14,0.0,0.0,538,41600,6.4
1984-12-15,-0.07,-0.07,537,44700,6.4
1984-12-16,0.0,0.0,538,49900,6.4
1984-12-17,-0.02,-0.02,516,54400,6.2
1984-12-18,0.0,0.0,508,52000,6.1
1984-12-19,0.0,0.0,488,47800,5.9
1984-12-20,-0.12,-0.12,528,44000,6.3
1984-12-21,0.0,0.0,526,42600,6.1
1984-12-22,-0.4,-0.4,1045,49400,11.3
1984-12-23,0.0,0.0,855,63600,9.2
1984-12-24,0.0,0.0,642,72900,7.2
1984-12-25,-0.05,-0.05,614,73200,7.1
1984-12-26,0.0,0.0,572,67200,6.6
1984-12-27,-0.01,-0.01,527,58200,6.2
1984-12-28,0.0,0.0,526,49800,6.2
1984-12-29,0.0,0.0,522,44300,6.2
1984-12-30,0.0,0.0,516,43700,6.1
1984-12-31,0.0,0.0,496,65300,5.9
1985-01-01,-0.03,-0.03,478,76500,5.7
1985-02-01,-0.27,-0.27,725,75000,8.9
1985-03-01,-0.13,-0.13,1089,68700,12.8
1985-04-01,-0.07,-0.07,705,61000,8.2
1985-05-01,-0.36,-0.36,664,56100,7.9
1985-06-01,0.0,0.0,599,51000,7.2
1985-07-01,0.0,0.0,567,45500,6.9
1985-08-01,-0.02,-0.02,550,39800,6.8
1985-09-01,0.0,0.0,461,35300,5.7
1985-10-01,0.0,0.0,332,31400,4.0
1985-11-01,-0.11,-0.11,309,28200,3.7
1985-12-01,0.0,0.0,311,23200,3.7
1985-01-13,0.0,0.0,314,17700,3.7
1985-01-14,0.0,0.0,340,19200,4.0
1985-01-15,0.0,0.0,337,21000,4.0
1985-01-16,0.0,0.0,263,18300,3.1
1985-01-17,-0.1,-0.1,264,17500,3.1
1985-01-18,0.0,0.0,290,18400,3.4
1985-01-19,0.0,0.0,289,18200,3.4
1985-01-20,-0.01,-0.01,231,15700,2.8
1985-01-21,-0.15,-0.15,169,9000,2.0
1985-01-22,0.0,0.0,197,8200,2.3
1985-01-23,0.0,0.0,235,7800,2.8
1985-01-24,0.0,0.0,237,9600,2.8
1985-01-25,0.0,0.0,261,13200,3.1
1985-01-26,-0.27,-0.27,241,15600,2.8
1985-01-27,0.0,0.0,240,14800,2.8
1985-01-28,0.0,0.0,238,15400,2.8
1985-01-29,0.0,0.0,237,16500,2.8
1985-01-30,0.0,0.0,236,16200,2.8
1985-01-31,-0.05,-0.05,236,15900,2.8
1985-01-02,-0.18,-0.18,258,14900,3.1
1985-02-02,-0.76,-0.76,326,14600,4.0
1985-03-02,0.0,0.0,314,13500,3.7
1985-04-02,0.0,0.0,233,12900,2.6
1985-05-02,0.0,0.0,236,12600,2.7
1985-06-02,-0.25,-0.25,264,11600,3.1
1985-07-02,0.0,0.0,244,11300,2.8
1985-08-02,0.0,0.0,223,10800,2.6
1985-09-02,0.0,0.0,219,9400,2.6
1985-10-02,0.0,0.0,231,10800,2.8
1985-11-02,0.0,0.0,259,10500,3.1
1985-12-02,-0.12,-0.12,7313,19400,95.4
1985-02-13,-1.15,-1.15,9326,40700,98.2
1985-02-14,0.0,0.0,2226,55300,25.0
1985-02-15,0.0,0.0,1226,51900,13.6
1985-02-16,0.0,0.0,961,42400,10.8
1985-02-17,0.0,0.0,973,37000,11.4
1985-02-18,0.0,0.0,1000,33200,11.8
1985-02-19,0.0,0.0,1027,32300,12.1
1985-02-20,0.0,0.0,1131,30900,13.3
1985-02-21,0.0,0.0,1106,31600,13.2
1985-02-22,0.0,0.0,907,29300,10.5
1985-02-23,0.0,0.0,1100,28800,12.4
1985-02-24,0.0,0.0,1410,32700,16.1
1985-02-25,0.0,0.0,1290,45100,14.8
1985-02-26,-0.02,-0.02,1086,108000,12.6
1985-02-27,0.0,0.0,952,124000,11.0
1985-02-28,0.0,0.0,867,106000,10.2
1985-01-03,0.0,0.0,826,86600,9.9
1985-02-03,0.0,0.0,845,70300,10.3
1985-03-03,0.0,0.0,801,59500,9.8
1985-04-03,0.0,0.0,673,50400,8.2
1985-05-03,-0.14,-0.14,654,44100,8.0
1985-06-03,0.0,0.0,644,40500,7.8
1985-07-03,0.0,0.0,567,38100,6.9
1985-08-03,-0.14,-0.14,546,37300,6.7
1985-09-03,0.0,0.0,568,36300,7.0
1985-10-03,0.0,0.0,531,35100,6.5
1985-11-03,0.0,0.0,516,34600,6.3
1985-12-03,-0.3,-0.3,591,38700,7.3
1985-03-13,-0.05,-0.05,735,40200,9.1
1985-03-14,0.0,0.0,561,68300,6.8
1985-03-15,0.0,0.0,508,100000,6.2
1985-03-16,0.0,0.0,475,91100,5.8
1985-03-17,0.0,0.0,455,76200,5.6
1985-03-18,0.0,0.0,458,61900,5.7
1985-03-19,0.0,0.0,458,52700,5.7
1985-03-20,-0.01,-0.01,421,46500,5.2
1985-03-21,0.0,0.0,414,40900,5.1
1985-03-22,0.0,0.0,397,36400,4.9
1985-03-23,-0.4,-0.4,426,33600,5.3
1985-03-24,-0.22,-0.22,645,33700,6.9
1985-03-25,-0.32,-0.32,783,43400,7.6
1985-03-26,0.0,0.0,656,55400,6.7
1985-03-27,0.0,0.0,519,62900,5.6
1985-03-28,0.0,0.0,484,59700,5.3
